Invoice ID,City,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,gross margin percentage,gross income
151-16-1484,Yangon,Male,Electronic accessories,32.25,4,6.45,135.45,Ewallet,4.761904762,6.45
380-94-4661,Naypyitaw,Male,Electronic accessories,65.94,4,13.188,276.948,Credit card,4.761904762,13.188
850-41-9669,Yangon,Female,Electronic accessories,75.06,9,33.777,709.317,Ewallet,4.761904762,33.777
821-07-3596,Naypyitaw,Female,Fashion accessories,16.45,4,3.29,69.09,Ewallet,4.761904762,3.29
655-85-5130,Mandalay,Female,Fashion accessories,38.3,4,7.66,160.86,Cash,4.761904762,7.66
447-15-7839,Yangon,Female,Sports and travel,22.24,10,11.12,233.52,Cash,4.761904762,11.12
154-74-7179,Mandalay,Male,Sports and travel,54.45,1,2.7225,57.1725,Ewallet,4.761904762,2.7225
253-12-6086,Yangon,Female,Sports and travel,98.4,7,34.44,723.24,Credit card,4.761904762,34.44
808-65-0703,Naypyitaw,Male,Home and lifestyle,35.47,4,7.094,148.974,Credit card,4.761904762,7.094
571-94-0759,Mandalay,Female,Food and beverages,74.6,10,37.3,783.3,Cash,4.761904762,37.3
144-51-6085,Yangon,Male,Home and lifestyle,70.74,4,14.148,297.108,Credit card,4.761904762,14.148
731-14-2199,Yangon,Female,Home and lifestyle,35.54,10,17.77,373.17,Ewallet,4.761904762,17.77
783-09-1637,Mandalay,Female,Sports and travel,67.43,5,16.8575,354.0075,Ewallet,4.761904762,16.8575
687-15-1097,Naypyitaw,Female,Health and beauty,21.12,2,2.112,44.352,Cash,4.761904762,2.112
126-54-1082,Yangon,Female,Home and lifestyle,21.54,9,9.693,203.553,Credit card,4.761904762,9.693
633-91-1052,Yangon,Female,Home and lifestyle,12.03,2,1.203,25.263,Cash,4.761904762,1.203
477-24-6490,Mandalay,Female,Health and beauty,99.71,6,29.913,628.173,Ewallet,4.761904762,29.913
566-19-5475,Mandalay,Male,Fashion accessories,47.97,7,16.7895,352.5795,Cash,4.761904762,16.7895
526-86-8552,Naypyitaw,Female,Home and lifestyle,21.82,10,10.91,229.11,Cash,4.761904762,10.91
376-56-3573,Naypyitaw,Female,Fashion accessories,95.42,4,19.084,400.764,Ewallet,4.761904762,19.084
537-72-0426,Naypyitaw,Male,Fashion accessories,70.99,10,35.495,745.395,Cash,4.761904762,35.495
828-61-5674,Yangon,Male,Sports and travel,44.02,10,22.01,462.21,Credit card,4.761904762,22.01
136-08-6195,Yangon,Female,Home and lifestyle,69.96,8,27.984,587.664,Credit card,4.761904762,27.984
523-38-0215,Naypyitaw,Male,Home and lifestyle,37,1,1.85,38.85,Credit card,4.761904762,1.85
490-29-1201,Yangon,Female,Sports and travel,15.34,1,0.767,16.107,Cash,4.761904762,0.767
667-92-0055,Yangon,Male,Health and beauty,99.83,6,29.949,628.929,Ewallet,4.761904762,29.949
565-17-3836,Yangon,Female,Health and beauty,47.67,4,9.534,200.214,Cash,4.761904762,9.534
498-41-1961,Mandalay,Male,Health and beauty,66.68,5,16.67,350.07,Cash,4.761904762,16.67
593-95-4461,Naypyitaw,Male,Home and lifestyle,74.86,1,3.743,78.603,Cash,4.761904762,3.743
226-71-3580,Naypyitaw,Female,Sports and travel,23.75,9,10.6875,224.4375,Cash,4.761904762,10.6875
283-79-9594,Mandalay,Female,Food and beverages,48.51,7,16.9785,356.5485,Credit card,4.761904762,16.9785
430-60-3493,Yangon,Female,Home and lifestyle,94.88,7,33.208,697.368,Cash,4.761904762,33.208
139-20-0155,Mandalay,Male,Electronic accessories,40.3,10,20.15,423.15,Credit card,4.761904762,20.15
558-80-4082,Naypyitaw,Male,Electronic accessories,27.85,7,9.7475,204.6975,Ewallet,4.761904762,9.7475
278-97-7759,Yangon,Female,Electronic accessories,62.48,1,3.124,65.604,Cash,4.761904762,3.124
316-68-6352,Yangon,Female,Food and beverages,36.36,2,3.636,76.356,Cash,4.761904762,3.636
585-03-5943,Mandalay,Male,Health and beauty,18.11,10,9.055,190.155,Ewallet,4.761904762,9.055
211-05-0490,Naypyitaw,Female,Electronic accessories,51.92,5,12.98,272.58,Cash,4.761904762,12.98
727-75-6477,Naypyitaw,Male,Electronic accessories,28.84,4,5.768,121.128,Cash,4.761904762,5.768
744-02-5987,Yangon,Male,Home and lifestyle,78.38,6,23.514,493.794,Ewallet,4.761904762,23.514
307-83-9164,Yangon,Male,Home and lifestyle,60.01,4,12.002,252.042,Cash,4.761904762,12.002
779-06-0012,Naypyitaw,Female,Home and lifestyle,88.61,1,4.4305,93.0405,Cash,4.761904762,4.4305
446-47-6729,Naypyitaw,Male,Fashion accessories,99.82,2,9.982,209.622,Credit card,4.761904762,9.982
573-10-3877,Mandalay,Male,Health and beauty,39.01,1,1.9505,40.9605,Credit card,4.761904762,1.9505
735-06-4124,Naypyitaw,Male,Food and beverages,48.61,1,2.4305,51.0405,Cash,4.761904762,2.4305
439-54-7422,Yangon,Female,Electronic accessories,51.19,4,10.238,214.998,Credit card,4.761904762,10.238
396-90-2219,Mandalay,Female,Electronic accessories,14.96,8,5.984,125.664,Cash,4.761904762,5.984
411-77-0180,Yangon,Male,Electronic accessories,72.2,7,25.27,530.67,Ewallet,4.761904762,25.27
286-01-5402,Yangon,Female,Sports and travel,40.23,7,14.0805,295.6905,Cash,4.761904762,14.0805
803-17-8013,Yangon,Female,Home and lifestyle,88.79,8,35.516,745.836,Cash,4.761904762,35.516
512-98-1403,Yangon,Female,Electronic accessories,26.48,3,3.972,83.412,Ewallet,4.761904762,3.972
848-42-2560,Yangon,Female,Fashion accessories,81.91,2,8.191,172.011,Cash,4.761904762,8.191
532-59-7201,Mandalay,Male,Sports and travel,79.93,6,23.979,503.559,Cash,4.761904762,23.979
181-94-6432,Naypyitaw,Male,Fashion accessories,69.33,2,6.933,145.593,Ewallet,4.761904762,6.933
870-76-1733,Yangon,Female,Food and beverages,14.23,5,3.5575,74.7075,Credit card,4.761904762,3.5575
423-64-4619,Yangon,Female,Health and beauty,15.55,9,6.9975,146.9475,Cash,4.761904762,6.9975
227-07-4446,Naypyitaw,Female,Electronic accessories,78.13,10,39.065,820.365,Cash,4.761904762,39.065
174-36-3675,Naypyitaw,Male,Food and beverages,99.37,2,9.937,208.677,Cash,4.761904762,9.937
428-83-5800,Naypyitaw,Female,Food and beverages,21.08,3,3.162,66.402,Cash,4.761904762,3.162
603-07-0961,Naypyitaw,Male,Electronic accessories,74.79,5,18.6975,392.6475,Cash,4.761904762,18.6975
704-20-4138,Naypyitaw,Female,Health and beauty,29.67,7,10.3845,218.0745,Credit card,4.761904762,10.3845
787-15-1757,Naypyitaw,Male,Health and beauty,44.07,4,8.814,185.094,Ewallet,4.761904762,8.814
649-11-3678,Naypyitaw,Female,Food and beverages,22.93,9,10.3185,216.6885,Cash,4.761904762,10.3185
622-20-1945,Naypyitaw,Female,Health and beauty,39.42,1,1.971,41.391,Cash,4.761904762,1.971
372-94-8041,Yangon,Male,Health and beauty,15.26,6,4.578,96.138,Ewallet,4.761904762,4.578
563-91-7120,Yangon,Female,Fashion accessories,61.77,5,15.4425,324.2925,Cash,4.761904762,15.4425
746-54-5508,Yangon,Male,Home and lifestyle,21.52,6,6.456,135.576,Credit card,4.761904762,6.456
276-54-0879,Mandalay,Male,Sports and travel,97.74,4,19.548,410.508,Ewallet,4.761904762,19.548
815-11-1168,Yangon,Male,Food and beverages,99.78,5,24.945,523.845,Cash,4.761904762,24.945
719-76-3868,Naypyitaw,Male,Food and beverages,94.26,4,18.852,395.892,Cash,4.761904762,18.852
730-61-8757,Mandalay,Male,Health and beauty,51.13,4,10.226,214.746,Credit card,4.761904762,10.226
340-66-0321,Yangon,Male,Electronic accessories,36.36,4,7.272,152.712,Cash,4.761904762,7.272
868-81-1752,Mandalay,Male,Home and lifestyle,22.02,9,9.909,208.089,Cash,4.761904762,9.909
634-97-8956,Yangon,Male,Food and beverages,32.9,3,4.935,103.635,Credit card,4.761904762,4.935
566-71-1091,Yangon,Male,Fashion accessories,77.02,5,19.255,404.355,Cash,4.761904762,19.255
442-48-3607,Yangon,Male,Food and beverages,23.48,2,2.348,49.308,Credit card,4.761904762,2.348
835-16-0096,Naypyitaw,Male,Sports and travel,14.7,5,3.675,77.175,Ewallet,4.761904762,3.675
527-09-6272,Yangon,Female,Electronic accessories,28.45,5,7.1125,149.3625,Credit card,4.761904762,7.1125
898-04-2717,Yangon,Male,Fashion accessories,76.4,9,34.38,721.98,Ewallet,4.761904762,34.38
692-27-8933,Mandalay,Female,Sports and travel,57.95,6,17.385,365.085,Cash,4.761904762,17.385
633-09-3463,Naypyitaw,Female,Electronic accessories,47.65,3,7.1475,150.0975,Credit card,4.761904762,7.1475
374-17-3652,Mandalay,Female,Food and beverages,42.82,9,19.269,404.649,Credit card,4.761904762,19.269
378-07-7001,Mandalay,Male,Electronic accessories,48.09,3,7.2135,151.4835,Credit card,4.761904762,7.2135
433-75-6987,Mandalay,Female,Health and beauty,55.97,7,19.5895,411.3795,Ewallet,4.761904762,19.5895
873-95-4984,Mandalay,Female,Health and beauty,76.9,7,26.915,565.215,Cash,4.761904762,26.915
416-13-5917,Naypyitaw,Female,Food and beverages,97.03,5,24.2575,509.4075,Ewallet,4.761904762,24.2575
150-89-8043,Yangon,Male,Sports and travel,44.65,3,6.6975,140.6475,Cash,4.761904762,6.6975
135-84-8019,Yangon,Female,Fashion accessories,77.93,9,35.0685,736.4385,Ewallet,4.761904762,35.0685
441-94-7118,Yangon,Male,Electronic accessories,71.95,1,3.5975,75.5475,Cash,4.761904762,3.5975
725-96-3778,Naypyitaw,Female,Home and lifestyle,89.25,8,35.7,749.7,Cash,4.761904762,35.7
531-80-1784,Yangon,Male,Electronic accessories,26.02,7,9.107,191.247,Cash,4.761904762,9.107
400-45-1220,Mandalay,Female,Health and beauty,13.5,10,6.75,141.75,Credit card,4.761904762,6.75
860-79-0874,Naypyitaw,Female,Fashion accessories,99.3,10,49.65,1042.65,Credit card,4.761904762,49.65
834-61-8124,Yangon,Male,Electronic accessories,51.69,7,18.0915,379.9215,Cash,4.761904762,18.0915
115-99-4379,Mandalay,Female,Fashion accessories,54.73,7,19.1555,402.2655,Credit card,4.761904762,19.1555
565-67-6697,Mandalay,Male,Home and lifestyle,27,9,12.15,255.15,Cash,4.761904762,12.15
320-49-6392,Naypyitaw,Female,Electronic accessories,30.24,1,1.512,31.752,Cash,4.761904762,1.512
889-04-9723,Mandalay,Female,Food and beverages,89.14,4,17.828,374.388,Credit card,4.761904762,17.828
632-90-0281,Naypyitaw,Female,Fashion accessories,37.55,10,18.775,394.275,Credit card,4.761904762,18.775
554-42-2417,Naypyitaw,Female,Sports and travel,95.44,10,47.72,1002.12,Cash,4.761904762,47.72
453-63-6187,Mandalay,Male,Electronic accessories,27.5,3,4.125,86.625,Ewallet,4.761904762,4.125
578-80-7669,Mandalay,Male,Sports and travel,74.97,1,3.7485,78.7185,Cash,4.761904762,3.7485
612-36-5536,Yangon,Male,Food and beverages,80.96,8,32.384,680.064,Credit card,4.761904762,32.384
605-72-4132,Naypyitaw,Female,Food and beverages,94.47,8,37.788,793.548,Cash,4.761904762,37.788
471-41-2823,Naypyitaw,Male,Food and beverages,99.79,2,9.979,209.559,Ewallet,4.761904762,9.979
462-67-9126,Yangon,Male,Home and lifestyle,73.22,6,21.966,461.286,Cash,4.761904762,21.966
272-27-9238,Naypyitaw,Female,Food and beverages,41.24,4,8.248,173.208,Cash,4.761904762,8.248
834-25-9262,Naypyitaw,Female,Fashion accessories,81.68,4,16.336,343.056,Cash,4.761904762,16.336
122-61-9553,Naypyitaw,Female,Electronic accessories,51.32,9,23.094,484.974,Cash,4.761904762,23.094
468-88-0009,Yangon,Male,Home and lifestyle,65.94,4,13.188,276.948,Cash,4.761904762,13.188
613-59-9758,Naypyitaw,Female,Sports and travel,14.36,10,7.18,150.78,Cash,4.761904762,7.18
254-31-0042,Yangon,Male,Electronic accessories,21.5,9,9.675,203.175,Credit card,4.761904762,9.675
201-86-2184,Mandalay,Female,Electronic accessories,26.26,7,9.191,193.011,Cash,4.761904762,9.191
261-12-8671,Mandalay,Female,Fashion accessories,60.96,2,6.096,128.016,Credit card,4.761904762,6.096
730-70-9830,Naypyitaw,Female,Home and lifestyle,70.11,6,21.033,441.693,Ewallet,4.761904762,21.033
382-25-8917,Naypyitaw,Male,Fashion accessories,42.08,6,12.624,265.104,Cash,4.761904762,12.624
422-29-8786,Yangon,Female,Home and lifestyle,67.09,5,16.7725,352.2225,Credit card,4.761904762,16.7725
667-23-5919,Yangon,Female,Fashion accessories,96.7,5,24.175,507.675,Ewallet,4.761904762,24.175
843-01-4703,Mandalay,Female,Home and lifestyle,35.38,9,15.921,334.341,Credit card,4.761904762,15.921
743-88-1662,Naypyitaw,Male,Sports and travel,95.49,7,33.4215,701.8515,Ewallet,4.761904762,33.4215
595-86-2894,Naypyitaw,Male,Fashion accessories,96.98,4,19.396,407.316,Ewallet,4.761904762,19.396
182-69-8360,Mandalay,Female,Electronic accessories,23.65,4,4.73,99.33,Credit card,4.761904762,4.73
289-15-7034,Yangon,Male,Sports and travel,82.33,4,16.466,345.786,Credit card,4.761904762,16.466
462-78-5240,Naypyitaw,Female,Electronic accessories,26.61,2,2.661,55.881,Cash,4.761904762,2.661
868-52-7573,Mandalay,Female,Food and beverages,99.69,5,24.9225,523.3725,Cash,4.761904762,24.9225
153-58-4872,Naypyitaw,Female,Food and beverages,74.89,4,14.978,314.538,Ewallet,4.761904762,14.978
662-72-2873,Yangon,Female,Food and beverages,40.94,5,10.235,214.935,Ewallet,4.761904762,10.235
525-88-7307,Mandalay,Male,Sports and travel,75.82,1,3.791,79.611,Cash,4.761904762,3.791
689-16-9784,Naypyitaw,Male,Food and beverages,46.77,6,14.031,294.651,Cash,4.761904762,14.031
725-56-0833,Yangon,Female,Health and beauty,32.32,10,16.16,339.36,Credit card,4.761904762,16.16
394-41-0748,Naypyitaw,Female,Fashion accessories,54.07,9,24.3315,510.9615,Ewallet,4.761904762,24.3315
596-42-3999,Mandalay,Male,Food and beverages,18.22,7,6.377,133.917,Credit card,4.761904762,6.377
541-89-9860,Naypyitaw,Female,Fashion accessories,80.48,3,12.072,253.512,Cash,4.761904762,12.072
173-82-9529,Mandalay,Female,Fashion accessories,37.95,10,18.975,398.475,Cash,4.761904762,18.975
563-36-9814,Yangon,Male,Electronic accessories,76.82,1,3.841,80.661,Ewallet,4.761904762,3.841
308-47-4913,Yangon,Female,Sports and travel,52.26,10,26.13,548.73,Credit card,4.761904762,26.13
885-17-6250,Yangon,Female,Health and beauty,79.74,1,3.987,83.727,Ewallet,4.761904762,3.987
726-27-2396,Yangon,Female,Health and beauty,77.5,5,19.375,406.875,Ewallet,4.761904762,19.375
316-01-3952,Yangon,Female,Food and beverages,54.27,5,13.5675,284.9175,Ewallet,4.761904762,13.5675
760-54-1821,Mandalay,Male,Home and lifestyle,13.59,9,6.1155,128.4255,Cash,4.761904762,6.1155
793-10-3222,Mandalay,Female,Health and beauty,41.06,6,12.318,258.678,Credit card,4.761904762,12.318
346-12-3257,Mandalay,Male,Electronic accessories,19.24,9,8.658,181.818,Cash,4.761904762,8.658
110-05-6330,Naypyitaw,Female,Food and beverages,39.43,6,11.829,248.409,Credit card,4.761904762,11.829
651-61-0874,Naypyitaw,Male,Home and lifestyle,46.22,4,9.244,194.124,Credit card,4.761904762,9.244
236-86-3015,Naypyitaw,Male,Home and lifestyle,13.98,1,0.699,14.679,Ewallet,4.761904762,0.699
831-64-0259,Mandalay,Female,Fashion accessories,39.75,5,9.9375,208.6875,Ewallet,4.761904762,9.9375
587-03-7455,Naypyitaw,Female,Fashion accessories,97.79,7,34.2265,718.7565,Ewallet,4.761904762,34.2265
882-40-4577,Yangon,Male,Sports and travel,67.26,4,13.452,282.492,Credit card,4.761904762,13.452
732-67-5346,Yangon,Male,Food and beverages,13.79,5,3.4475,72.3975,Credit card,4.761904762,3.4475
725-32-9708,Mandalay,Female,Fashion accessories,68.71,4,13.742,288.582,Cash,4.761904762,13.742
256-08-8343,Yangon,Female,Home and lifestyle,56.53,4,11.306,237.426,Ewallet,4.761904762,11.306
372-26-1506,Naypyitaw,Female,Fashion accessories,23.82,5,5.955,125.055,Ewallet,4.761904762,5.955
244-08-0162,Mandalay,Female,Health and beauty,34.21,10,17.105,359.205,Cash,4.761904762,17.105
569-71-4390,Mandalay,Male,Sports and travel,21.87,2,2.187,45.927,Ewallet,4.761904762,2.187
132-23-6451,Yangon,Male,Health and beauty,20.97,5,5.2425,110.0925,Cash,4.761904762,5.2425
696-90-2548,Yangon,Male,Sports and travel,25.84,3,3.876,81.396,Ewallet,4.761904762,3.876
472-15-9636,Yangon,Male,Home and lifestyle,50.93,8,20.372,427.812,Ewallet,4.761904762,20.372
268-03-6164,Mandalay,Male,Health and beauty,96.11,1,4.8055,100.9155,Ewallet,4.761904762,4.8055
750-57-9686,Naypyitaw,Female,Home and lifestyle,45.38,4,9.076,190.596,Credit card,4.761904762,9.076
186-09-3669,Naypyitaw,Female,Health and beauty,81.51,1,4.0755,85.5855,Ewallet,4.761904762,4.0755
848-07-1692,Mandalay,Female,Health and beauty,57.22,2,5.722,120.162,Ewallet,4.761904762,5.722
745-71-3520,Yangon,Female,Electronic accessories,25.22,7,8.827,185.367,Cash,4.761904762,8.827
266-76-6436,Naypyitaw,Female,Food and beverages,38.6,3,5.79,121.59,Ewallet,4.761904762,5.79
740-22-2500,Naypyitaw,Female,Electronic accessories,84.05,3,12.6075,264.7575,Cash,4.761904762,12.6075
271-88-8734,Naypyitaw,Female,Fashion accessories,97.21,10,48.605,1020.705,Credit card,4.761904762,48.605
301-81-8610,Mandalay,Male,Fashion accessories,25.42,8,10.168,213.528,Credit card,4.761904762,10.168
489-64-4354,Naypyitaw,Male,Fashion accessories,16.28,1,0.814,17.094,Cash,4.761904762,0.814
198-84-7132,Mandalay,Male,Fashion accessories,40.61,9,18.2745,383.7645,Cash,4.761904762,18.2745
269-10-8440,Yangon,Male,Health and beauty,53.17,7,18.6095,390.7995,Cash,4.761904762,18.6095
650-98-6268,Mandalay,Female,Food and beverages,20.87,3,3.1305,65.7405,Credit card,4.761904762,3.1305
741-73-3559,Mandalay,Male,Sports and travel,67.27,5,16.8175,353.1675,Cash,4.761904762,16.8175
325-77-6186,Yangon,Female,Home and lifestyle,90.65,10,45.325,951.825,Ewallet,4.761904762,45.325
286-75-7818,Mandalay,Male,Fashion accessories,69.08,2,6.908,145.068,Credit card,4.761904762,6.908
574-57-9721,Naypyitaw,Male,Food and beverages,43.27,2,4.327,90.867,Ewallet,4.761904762,4.327
459-50-7686,Yangon,Female,Electronic accessories,23.46,6,7.038,147.798,Ewallet,4.761904762,7.038
616-87-0016,Mandalay,Male,Fashion accessories,95.54,7,33.439,702.219,Credit card,4.761904762,33.439
837-55-7229,Mandalay,Female,Fashion accessories,47.44,1,2.372,49.812,Credit card,4.761904762,2.372
751-69-0068,Naypyitaw,Male,Sports and travel,99.24,9,44.658,937.818,Ewallet,4.761904762,44.658
257-73-1380,Naypyitaw,Male,Sports and travel,82.93,4,16.586,348.306,Ewallet,4.761904762,16.586
345-08-4992,Yangon,Male,Home and lifestyle,33.99,6,10.197,214.137,Credit card,4.761904762,10.197
549-96-4200,Naypyitaw,Male,Food and beverages,17.04,4,3.408,71.568,Ewallet,4.761904762,3.408
810-60-6344,Naypyitaw,Female,Electronic accessories,40.86,8,16.344,343.224,Credit card,4.761904762,16.344
450-28-2866,Naypyitaw,Male,Food and beverages,17.44,5,4.36,91.56,Cash,4.761904762,4.36
394-30-3170,Mandalay,Female,Sports and travel,88.43,8,35.372,742.812,Credit card,4.761904762,35.372
138-17-5109,Yangon,Female,Home and lifestyle,89.21,9,40.1445,843.0345,Credit card,4.761904762,40.1445
192-98-7397,Naypyitaw,Male,Fashion accessories,12.78,1,0.639,13.419,Ewallet,4.761904762,0.639
301-11-9629,Yangon,Female,Sports and travel,19.1,7,6.685,140.385,Cash,4.761904762,6.685
390-80-5128,Mandalay,Female,Health and beauty,19.15,1,0.9575,20.1075,Credit card,4.761904762,0.9575
235-46-8343,Naypyitaw,Male,Food and beverages,27.66,10,13.83,290.43,Credit card,4.761904762,13.83
453-12-7053,Naypyitaw,Male,Fashion accessories,45.74,3,6.861,144.081,Credit card,4.761904762,6.861
296-11-7041,Mandalay,Female,Health and beauty,27.07,1,1.3535,28.4235,Credit card,4.761904762,1.3535
449-27-2918,Mandalay,Female,Sports and travel,39.12,1,1.956,41.076,Credit card,4.761904762,1.956
891-01-7034,Mandalay,Female,Electronic accessories,74.71,6,22.413,470.673,Cash,4.761904762,22.413
744-09-5786,Mandalay,Male,Electronic accessories,22.01,6,6.603,138.663,Cash,4.761904762,6.603
727-17-0390,Yangon,Female,Food and beverages,63.61,5,15.9025,333.9525,Ewallet,4.761904762,15.9025
568-88-3448,Yangon,Male,Health and beauty,25,1,1.25,26.25,Ewallet,4.761904762,1.25
187-83-5490,Yangon,Male,Electronic accessories,20.77,4,4.154,87.234,Cash,4.761904762,4.154
767-54-1907,Mandalay,Female,Fashion accessories,29.56,5,7.39,155.19,Cash,4.761904762,7.39
710-46-4433,Mandalay,Female,Food and beverages,77.4,9,34.83,731.43,Credit card,4.761904762,34.83
533-33-5337,Mandalay,Male,Electronic accessories,79.39,10,39.695,833.595,Cash,4.761904762,39.695
325-90-8763,Naypyitaw,Female,Electronic accessories,46.57,10,23.285,488.985,Cash,4.761904762,23.285
729-46-7422,Naypyitaw,Male,Food and beverages,35.89,1,1.7945,37.6845,Credit card,4.761904762,1.7945
639-76-1242,Naypyitaw,Male,Food and beverages,40.52,5,10.13,212.73,Cash,4.761904762,10.13
234-03-4040,Mandalay,Female,Food and beverages,73.05,10,36.525,767.025,Credit card,4.761904762,36.525
326-71-2155,Naypyitaw,Female,Sports and travel,73.95,4,14.79,310.59,Cash,4.761904762,14.79
320-32-8842,Naypyitaw,Female,Food and beverages,22.62,1,1.131,23.751,Cash,4.761904762,1.131
470-32-9057,Yangon,Male,Food and beverages,51.34,5,12.835,269.535,Credit card,4.761904762,12.835
878-30-2331,Naypyitaw,Female,Sports and travel,54.55,10,27.275,572.775,Credit card,4.761904762,27.275
440-59-5691,Naypyitaw,Female,Health and beauty,37.15,7,13.0025,273.0525,Credit card,4.761904762,13.0025
554-53-3790,Mandalay,Male,Sports and travel,37.02,6,11.106,233.226,Cash,4.761904762,11.106
746-19-0921,Naypyitaw,Male,Food and beverages,21.58,1,1.079,22.659,Ewallet,4.761904762,1.079
233-34-0817,Naypyitaw,Female,Electronic accessories,98.84,1,4.942,103.782,Cash,4.761904762,4.942
767-05-1286,Naypyitaw,Female,Home and lifestyle,83.77,6,25.131,527.751,Ewallet,4.761904762,25.131
340-21-9136,Yangon,Female,Sports and travel,40.05,4,8.01,168.21,Cash,4.761904762,8.01
405-31-3305,Yangon,Male,Fashion accessories,43.13,10,21.565,452.865,Credit card,4.761904762,21.565
731-59-7531,Mandalay,Male,Health and beauty,72.57,8,29.028,609.588,Cash,4.761904762,29.028
676-39-6028,Yangon,Female,Electronic accessories,64.44,5,16.11,338.31,Cash,4.761904762,16.11
502-05-1910,Yangon,Male,Health and beauty,65.18,3,9.777,205.317,Credit card,4.761904762,9.777
485-30-8700,Yangon,Female,Sports and travel,33.26,5,8.315,174.615,Credit card,4.761904762,8.315
598-47-9715,Naypyitaw,Male,Electronic accessories,84.07,4,16.814,353.094,Ewallet,4.761904762,16.814
701-69-8742,Mandalay,Male,Sports and travel,34.37,10,17.185,360.885,Ewallet,4.761904762,17.185
575-67-1508,Yangon,Male,Electronic accessories,38.6,1,1.93,40.53,Ewallet,4.761904762,1.93
541-08-3113,Naypyitaw,Male,Food and beverages,65.97,8,26.388,554.148,Cash,4.761904762,26.388
246-11-3901,Naypyitaw,Female,Electronic accessories,32.8,10,16.4,344.4,Cash,4.761904762,16.4
674-15-9296,Yangon,Male,Sports and travel,37.14,5,9.285,194.985,Ewallet,4.761904762,9.285
305-18-3552,Mandalay,Male,Home and lifestyle,60.38,10,30.19,633.99,Cash,4.761904762,30.19
493-65-6248,Naypyitaw,Female,Sports and travel,36.98,10,18.49,388.29,Credit card,4.761904762,18.49
438-01-4015,Mandalay,Female,Sports and travel,49.49,4,9.898,207.858,Ewallet,4.761904762,9.898
709-58-4068,Mandalay,Female,Fashion accessories,41.09,10,20.545,431.445,Cash,4.761904762,20.545
795-49-7276,Yangon,Male,Fashion accessories,37.15,4,7.43,156.03,Ewallet,4.761904762,7.43
556-72-8512,Naypyitaw,Male,Home and lifestyle,22.96,1,1.148,24.108,Cash,4.761904762,1.148
627-95-3243,Mandalay,Female,Home and lifestyle,77.68,9,34.956,734.076,Ewallet,4.761904762,34.956
686-41-0932,Mandalay,Female,Fashion accessories,34.7,2,3.47,72.87,Ewallet,4.761904762,3.47
510-09-5628,Yangon,Female,Fashion accessories,19.66,10,9.83,206.43,Credit card,4.761904762,9.83
608-04-3797,Mandalay,Female,Health and beauty,25.32,8,10.128,212.688,Ewallet,4.761904762,10.128
148-82-2527,Naypyitaw,Female,Home and lifestyle,12.12,10,6.06,127.26,Credit card,4.761904762,6.06
437-53-3084,Mandalay,Male,Fashion accessories,99.89,2,9.989,209.769,Ewallet,4.761904762,9.989
632-32-4574,Mandalay,Male,Sports and travel,75.92,8,30.368,637.728,Cash,4.761904762,30.368
556-97-7101,Naypyitaw,Female,Electronic accessories,63.22,2,6.322,132.762,Cash,4.761904762,6.322
862-59-8517,Naypyitaw,Female,Food and beverages,90.24,6,27.072,568.512,Cash,4.761904762,27.072
401-18-8016,Mandalay,Female,Sports and travel,98.13,1,4.9065,103.0365,Cash,4.761904762,4.9065
420-18-8989,Yangon,Female,Sports and travel,51.52,8,20.608,432.768,Cash,4.761904762,20.608
277-63-2961,Mandalay,Male,Sports and travel,73.97,1,3.6985,77.6685,Credit card,4.761904762,3.6985
573-98-8548,Naypyitaw,Female,Fashion accessories,31.9,1,1.595,33.495,Ewallet,4.761904762,1.595
620-02-2046,Naypyitaw,Male,Home and lifestyle,69.4,2,6.94,145.74,Ewallet,4.761904762,6.94
282-35-2475,Mandalay,Female,Sports and travel,93.31,2,9.331,195.951,Cash,4.761904762,9.331
511-54-3087,Mandalay,Male,Sports and travel,88.45,1,4.4225,92.8725,Credit card,4.761904762,4.4225
726-29-6793,Yangon,Male,Electronic accessories,24.18,8,9.672,203.112,Ewallet,4.761904762,9.672
387-49-4215,Mandalay,Female,Sports and travel,48.5,3,7.275,152.775,Cash,4.761904762,7.275
862-17-9201,Mandalay,Female,Food and beverages,84.05,6,25.215,529.515,Credit card,4.761904762,25.215
291-21-5991,Mandalay,Male,Health and beauty,61.29,5,15.3225,321.7725,Cash,4.761904762,15.3225
602-80-9671,Naypyitaw,Female,Home and lifestyle,15.95,6,4.785,100.485,Credit card,4.761904762,4.785
347-72-6115,Mandalay,Female,Sports and travel,90.74,7,31.759,666.939,Credit card,4.761904762,31.759
209-61-0206,Yangon,Female,Home and lifestyle,42.91,5,10.7275,225.2775,Ewallet,4.761904762,10.7275
595-27-4851,Yangon,Female,Fashion accessories,54.28,7,18.998,398.958,Ewallet,4.761904762,18.998
189-52-0236,Yangon,Male,Electronic accessories,99.55,7,34.8425,731.6925,Cash,4.761904762,34.8425
503-07-0930,Naypyitaw,Male,Sports and travel,58.39,7,20.4365,429.1665,Credit card,4.761904762,20.4365
413-20-6708,Naypyitaw,Female,Fashion accessories,51.47,1,2.5735,54.0435,Ewallet,4.761904762,2.5735
425-85-2085,Mandalay,Male,Health and beauty,54.86,5,13.715,288.015,Ewallet,4.761904762,13.715
521-18-7827,Naypyitaw,Male,Home and lifestyle,39.39,5,9.8475,206.7975,Credit card,4.761904762,9.8475
